,Rok,Miesiąc,Dzień,T_MAX,T_MIN,T_ŚR,Suma dobowa opadów,Średnia wilgotność,Średnia prędkość wiatru,Średnie zachmurzenie,Ciśnienie na stacji
1349,2014.0,4.0,27.0,20.7,9.4,14.3,0.0,81.5,1.0,7.0,980.4
1350,2014.0,4.0,28.0,18.1,11.2,14.4,0.0,79.0,1.0,6.0,979.7
1351,2014.0,4.0,29.0,21.7,10.7,15.4,0.0,73.0,1.3,5.3,980.4
1352,2014.0,4.0,30.0,21.8,8.8,14.6,1.6,75.5,0.7,4.0,979.8
1353,2015.0,4.0,1.0,9.3,3.0,5.3,1.6,62.0,4.7,6.7,974.3
1354,2015.0,4.0,2.0,6.2,0.3,2.8,5.4,73.8,2.7,6.7,977.1
1355,2015.0,4.0,3.0,6.6,0.8,3.2,0.1,73.5,3.7,5.7,984.5
1356,2015.0,4.0,4.0,7.8,0.6,3.4,0.0,71.0,2.3,4.3,984.6
1357,2015.0,4.0,5.0,6.8,-0.5,2.7,0.1,75.0,2.0,7.3,989.1
1358,2015.0,4.0,6.0,6.5,0.2,2.5,0.2,76.3,2.7,7.0,993.1
1359,2015.0,4.0,7.0,10.9,0.8,5.9,0.1,62.3,2.3,6.3,998.7
1360,2015.0,4.0,8.0,12.1,5.6,8.2,0.1,71.8,2.0,7.3,996.9
1361,2015.0,4.0,9.0,14.6,2.3,8.1,0.0,44.5,2.3,3.3,1001.4
1362,2015.0,4.0,10.0,21.0,1.6,10.6,0.0,45.0,1.3,1.7,996.3
1363,2015.0,4.0,11.0,22.6,3.7,12.3,0.0,53.0,1.3,1.3,992.5
1364,2015.0,4.0,12.0,18.2,9.2,13.4,0.0,50.3,2.7,5.7,997.6
1365,2015.0,4.0,13.0,18.2,3.7,10.7,0.0,54.3,3.3,6.7,994.2
1366,2015.0,4.0,14.0,14.2,3.0,8.7,0.0,40.0,4.3,5.3,995.3
1367,2015.0,4.0,15.0,21.8,8.7,15.5,0.0,43.5,3.0,4.3,986.9
1368,2015.0,4.0,16.0,22.7,7.8,14.2,0.0,50.5,2.0,6.0,982.6
1369,2015.0,4.0,17.0,14.9,8.5,11.1,0.0,60.8,1.3,6.7,982.7
1370,2015.0,4.0,18.0,10.9,3.3,5.8,0.2,68.3,2.7,6.3,989.2
1371,2015.0,4.0,19.0,10.8,2.7,7.1,0.0,61.0,2.7,6.7,991.0
1372,2015.0,4.0,20.0,15.1,4.1,8.8,0.0,49.3,2.7,4.7,988.5
1373,2015.0,4.0,21.0,18.0,2.2,9.7,0.0,44.8,2.7,1.3,991.0
1374,2015.0,4.0,22.0,17.5,2.8,9.9,0.0,53.8,1.7,2.0,993.0
1375,2015.0,4.0,23.0,21.6,3.2,12.1,0.0,51.8,2.0,0.3,988.9
1376,2015.0,4.0,24.0,23.9,6.2,14.5,0.0,47.5,2.3,5.3,985.6
1377,2015.0,4.0,25.0,23.7,7.1,15.5,0.0,49.0,1.3,3.3,984.2
1378,2015.0,4.0,26.0,22.5,9.6,15.4,0.2,58.5,1.0,6.3,981.1
1379,2015.0,4.0,27.0,25.9,8.5,17.1,0.0,59.5,2.3,4.0,977.4
1380,2015.0,4.0,28.0,22.2,12.7,15.8,18.7,67.5,3.0,7.0,976.6
1381,2015.0,4.0,29.0,14.1,4.3,8.4,0.0,66.3,2.3,4.0,990.8
1382,2015.0,4.0,30.0,17.4,2.5,10.0,0.0,55.5,2.0,6.7,988.5
1383,2016.0,4.0,1.0,13.4,5.3,8.1,0.4,84.0,2.0,5.3,986.8
1384,2016.0,4.0,2.0,13.4,-0.6,6.0,0.0,64.5,2.3,1.0,996.9
1385,2016.0,4.0,3.0,20.0,0.6,9.6,0.0,52.3,1.3,1.0,989.4
1386,2016.0,4.0,4.0,24.8,5.4,14.1,0.0,54.3,2.0,3.3,981.3
1387,2016.0,4.0,5.0,27.3,8.7,17.1,0.0,52.5,1.0,1.7,978.3
1388,2016.0,4.0,6.0,21.1,10.0,14.7,0.0,66.5,1.7,6.3,981.4
1389,2016.0,4.0,7.0,20.8,6.5,12.6,6.8,67.0,1.3,6.7,983.0
1390,2016.0,4.0,8.0,14.2,9.1,10.7,6.0,87.5,2.3,8.0,980.8
1391,2016.0,4.0,9.0,9.4,7.2,8.0,5.8,95.3,1.0,8.0,976.8
1392,2016.0,4.0,10.0,8.6,6.6,7.3,0.8,93.8,2.0,8.0,981.1
1393,2016.0,4.0,11.0,10.4,7.1,8.7,0.0,91.8,1.3,8.0,985.3
1394,2016.0,4.0,12.0,14.2,9.1,11.3,1.1,81.3,1.0,7.7,983.2
1395,2016.0,4.0,13.0,21.4,7.7,13.7,0.0,67.5,1.7,3.7,979.1
1396,2016.0,4.0,14.0,16.2,8.8,11.3,2.8,80.8,1.7,8.0,976.8
1397,2016.0,4.0,15.0,17.0,8.0,11.8,0.1,69.8,1.0,6.3,982.0
1398,2016.0,4.0,16.0,21.6,8.7,13.4,3.6,74.0,1.3,6.0,979.2
1399,2016.0,4.0,17.0,24.5,7.2,14.9,14.1,70.3,2.3,2.7,978.8
1400,2016.0,4.0,18.0,18.1,7.8,10.8,0.8,84.5,1.3,6.3,989.0
1401,2016.0,4.0,19.0,13.3,4.7,9.0,0.0,64.8,2.3,6.0,991.4
1402,2016.0,4.0,20.0,12.5,5.7,8.9,0.0,57.8,3.0,4.7,995.0
1403,2016.0,4.0,21.0,16.3,3.7,9.8,0.0,53.3,2.0,0.7,995.1
1404,2016.0,4.0,22.0,16.9,3.1,9.9,0.0,52.5,2.7,1.7,986.1
1405,2016.0,4.0,23.0,16.1,3.3,9.5,2.0,58.5,1.0,7.0,979.2
1406,2016.0,4.0,24.0,12.6,4.6,7.2,1.5,77.5,2.0,7.7,977.3
1407,2016.0,4.0,25.0,9.0,3.5,5.8,0.0,63.5,1.7,7.3,978.6
1408,2016.0,4.0,26.0,14.8,0.0,7.4,0.6,54.5,1.3,4.0,977.1
1409,2016.0,4.0,27.0,11.5,4.2,6.5,19.4,93.0,1.3,8.0,979.9
1410,2016.0,4.0,28.0,13.9,1.4,7.5,0.2,59.3,1.7,4.7,987.4
1411,2016.0,4.0,29.0,14.9,2.7,8.8,0.0,66.0,2.0,2.3,992.2
1412,2016.0,4.0,30.0,15.8,5.6,10.5,0.0,76.5,2.3,4.7,991.6
1413,2017.0,4.0,1.0,23.5,6.1,13.8,0.0,56.5,1.7,1.3,987.6
1414,2017.0,4.0,2.0,25.8,7.3,15.8,0.0,46.0,1.3,0.7,987.6
1415,2017.0,4.0,3.0,19.3,8.2,12.7,0.0,66.5,2.7,5.3,993.5
1416,2017.0,4.0,4.0,20.0,8.2,13.5,0.0,68.0,3.0,3.3,992.0
1417,2017.0,4.0,5.0,19.7,7.5,12.0,19.3,74.3,1.7,6.0,987.9
1418,2017.0,4.0,6.0,11.3,4.4,6.7,4.4,79.5,3.3,6.3,985.7
1419,2017.0,4.0,7.0,8.0,2.8,5.5,2.8,90.5,2.7,8.0,986.1
1420,2017.0,4.0,8.0,14.8,7.7,10.8,0.0,72.5,2.7,6.7,991.1
1421,2017.0,4.0,9.0,16.5,4.5,10.0,0.0,72.0,1.0,2.7,997.0
1422,2017.0,4.0,10.0,21.8,3.9,12.9,2.1,57.5,2.0,0.0,989.5
1423,2017.0,4.0,11.0,17.7,6.6,9.9,0.4,69.5,3.3,7.7,989.2
1424,2017.0,4.0,12.0,12.9,4.2,8.7,1.5,60.5,2.3,6.3,987.1
1425,2017.0,4.0,13.0,12.7,8.1,9.6,1.0,70.8,3.0,5.3,980.1
1426,2017.0,4.0,14.0,13.2,4.7,8.7,0.0,60.8,3.3,6.0,984.2
1427,2017.0,4.0,15.0,15.2,3.8,9.3,3.2,61.3,2.3,6.0,983.3
1428,2017.0,4.0,16.0,12.0,4.8,7.3,1.6,63.8,3.3,4.0,983.8
1429,2017.0,4.0,17.0,10.4,3.0,5.8,17.6,82.8,1.0,6.7,985.6
1430,2017.0,4.0,18.0,5.9,0.6,2.4,6.6,92.5,2.0,8.0,985.1
1431,2017.0,4.0,19.0,6.2,0.5,3.5,2.0,81.8,5.3,7.7,991.3
1432,2017.0,4.0,20.0,5.3,1.4,2.9,0.0,56.0,3.0,7.0,998.6
1433,2017.0,4.0,21.0,10.4,-0.9,4.8,0.3,56.0,3.0,7.3,995.6
1434,2017.0,4.0,22.0,12.4,5.6,8.5,0.5,66.8,3.0,6.3,985.8
1435,2017.0,4.0,23.0,10.4,1.6,5.6,0.6,68.3,3.0,4.0,987.2
1436,2017.0,4.0,24.0,11.9,2.7,7.0,0.0,61.5,1.7,5.3,988.7
1437,2017.0,4.0,25.0,20.9,2.7,10.9,3.9,67.0,1.7,7.0,979.3
1438,2017.0,4.0,26.0,12.5,5.8,7.6,7.7,91.0,2.7,8.0,981.3
1439,2017.0,4.0,27.0,6.4,4.4,5.2,20.6,93.8,1.7,8.0,984.6
1440,2017.0,4.0,28.0,7.8,4.7,6.0,18.4,96.3,2.0,8.0,980.4
1441,2017.0,4.0,29.0,11.8,3.9,7.2,0.0,73.3,1.3,6.7,987.0
1442,2017.0,4.0,30.0,12.9,3.2,7.8,1.2,76.3,1.7,5.0,991.6
1443,2018.0,4.0,1.0,10.8,3.0,5.9,1.6,84.3,5.0,7.7,968.1
1444,2018.0,4.0,2.0,11.9,2.0,5.9,0.0,61.8,4.3,3.7,980.7
1445,2018.0,4.0,3.0,21.3,0.4,10.5,0.0,51.0,1.7,4.3,982.1
1446,2018.0,4.0,4.0,20.4,4.5,12.2,0.0,60.5,1.0,5.7,980.2
1447,2018.0,4.0,5.0,19.3,5.2,12.3,0.2,57.0,2.0,6.0,980.8
1448,2018.0,4.0,6.0,14.7,7.2,9.6,0.0,60.5,2.0,4.3,992.8
1449,2018.0,4.0,7.0,18.3,-0.5,8.9,0.0,56.5,2.3,0.7,994.9
1450,2018.0,4.0,8.0,24.8,5.7,14.7,0.0,61.8,3.0,4.0,988.1
1451,2018.0,4.0,9.0,27.6,7.6,17.3,0.0,47.3,1.7,0.3,981.3
1452,2018.0,4.0,10.0,22.3,8.8,15.1,0.0,53.0,1.7,3.3,981.1
1453,2018.0,4.0,11.0,21.4,8.0,14.5,0.0,54.3,1.3,4.3,982.1
1454,2018.0,4.0,12.0,26.8,6.9,16.2,0.0,55.5,2.3,1.3,981.8
1455,2018.0,4.0,13.0,23.7,11.9,16.4,1.4,66.3,1.7,4.3,983.1
1456,2018.0,4.0,14.0,23.8,7.4,15.6,0.0,50.0,1.7,1.3,991.9
1457,2018.0,4.0,15.0,23.9,7.9,15.9,0.1,56.0,1.7,5.3,989.3
1458,2018.0,4.0,16.0,23.5,12.8,17.2,2.0,67.5,1.7,7.7,984.7
1459,2018.0,4.0,17.0,18.8,13.0,14.8,0.0,76.5,1.3,5.3,993.6
1460,2018.0,4.0,18.0,22.7,7.3,14.0,0.0,64.0,1.7,0.3,1001.8
1461,2018.0,4.0,19.0,24.7,7.5,15.5,0.0,59.3,1.7,1.0,1000.2
1462,2018.0,4.0,20.0,22.4,7.6,14.6,0.0,47.3,0.7,1.7,997.7
1463,2018.0,4.0,21.0,28.3,6.9,17.5,0.0,44.5,2.3,1.0,989.1
1464,2018.0,4.0,22.0,23.8,11.8,16.7,0.0,40.3,1.0,2.3,988.0
1465,2018.0,4.0,23.0,25.1,6.9,15.8,1.5,54.5,2.0,6.3,985.0
1466,2018.0,4.0,24.0,21.5,13.0,16.9,0.0,68.3,2.0,7.0,986.2
1467,2018.0,4.0,25.0,25.9,10.2,18.0,0.1,53.8,2.7,5.0,982.1
1468,2018.0,4.0,26.0,22.7,11.5,14.7,0.8,71.0,1.0,5.0,985.0
1469,2018.0,4.0,27.0,18.1,4.5,11.3,0.0,57.0,1.7,2.0,989.1
1470,2018.0,4.0,28.0,28.0,5.7,16.5,0.0,51.8,1.0,3.3,985.7
1471,2018.0,4.0,29.0,30.0,12.1,19.7,2.5,61.3,1.7,3.0,983.0
1472,2018.0,4.0,30.0,27.7,13.5,20.4,0.0,57.8,1.7,3.7,978.7
1473,2019.0,4.0,1.0,14.1,4.4,7.7,0.0,49.8,3.3,1.0,996.2
1474,2019.0,4.0,2.0,15.9,0.5,7.5,0.0,40.5,3.3,0.0,990.9
1475,2019.0,4.0,3.0,19.2,2.1,10.3,0.0,47.8,2.3,4.7,982.7
1476,2019.0,4.0,4.0,20.4,4.4,11.8,0.0,49.0,2.7,2.0,978.5
1477,2019.0,4.0,5.0,21.8,8.2,13.8,0.0,50.5,1.7,3.7,978.8
1478,2019.0,4.0,6.0,15.2,8.0,10.4,9.2,73.8,1.7,7.7,979.6
1479,2019.0,4.0,7.0,16.2,4.8,9.9,0.0,80.3,1.0,3.3,979.6
1480,2019.0,4.0,8.0,18.1,4.1,10.4,0.0,78.0,1.7,1.7,980.0
1481,2019.0,4.0,9.0,18.4,8.2,12.7,0.0,56.5,2.3,3.3,980.6
1482,2019.0,4.0,10.0,14.4,3.5,7.8,0.0,61.8,2.7,7.7,984.8
1483,2019.0,4.0,11.0,8.6,3.2,5.1,2.6,79.3,2.0,8.0,989.4
1484,2019.0,4.0,12.0,4.5,2.0,2.9,5.7,88.3,2.3,8.0,991.9
1485,2019.0,4.0,13.0,6.5,2.1,4.2,0.7,85.3,1.7,8.0,991.0
1486,2019.0,4.0,14.0,14.2,2.6,8.2,0.0,51.8,3.3,4.0,991.3
1487,2019.0,4.0,15.0,12.6,1.5,6.7,0.0,49.0,2.0,0.7,995.2
1488,2019.0,4.0,16.0,14.8,-1.1,7.0,0.2,49.8,2.3,1.3,994.6
1489,2019.0,4.0,17.0,15.5,5.1,9.9,0.0,67.8,1.0,5.0,996.4
1490,2019.0,4.0,18.0,18.7,2.8,10.8,0.0,60.8,1.7,0.7,1000.8
1491,2019.0,4.0,19.0,20.7,3.7,11.9,0.0,49.8,1.3,0.0,1001.7
1492,2019.0,4.0,20.0,22.2,3.1,12.1,0.0,42.3,2.0,3.7,998.9
1493,2019.0,4.0,21.0,19.6,4.0,11.2,0.2,49.5,1.0,2.3,993.0
1494,2019.0,4.0,22.0,16.4,8.0,11.7,1.5,68.8,3.3,4.3,988.9
1495,2019.0,4.0,23.0,18.7,6.8,12.6,0.0,54.0,3.3,5.0,988.0
1496,2019.0,4.0,24.0,18.6,11.2,14.7,0.0,60.5,2.7,5.3,986.7
1497,2019.0,4.0,25.0,27.4,9.5,18.2,0.0,55.0,2.0,1.7,985.9
1498,2019.0,4.0,26.0,28.7,10.3,19.3,0.1,50.0,1.7,6.0,982.3
1499,2019.0,4.0,27.0,23.4,12.3,15.3,13.9,78.3,2.3,8.0,983.2
1500,2019.0,4.0,28.0,12.5,9.3,10.4,34.2,95.8,2.7,8.0,985.1
1501,2019.0,4.0,29.0,11.0,8.9,10.1,12.7,95.5,1.7,8.0,983.3
1502,2019.0,4.0,30.0,13.7,10.0,11.6,4.2,95.0,0.7,7.0,981.9
1503,2020.0,4.0,1.0,8.4,-2.8,2.1,0.0,63.8,1.7,0.3,992.6
1504,2020.0,4.0,2.0,13.4,-3.1,4.8,0.0,41.8,2.0,0.0,984.4
1505,2020.0,4.0,3.0,13.0,-0.2,6.5,0.0,42.3,2.0,4.7,983.8
1506,2020.0,4.0,4.0,13.7,0.5,6.5,0.0,49.3,0.3,2.0,995.9
1507,2020.0,4.0,5.0,14.8,-1.1,6.8,0.0,48.0,2.3,0.7,1002.6
1508,2020.0,4.0,6.0,20.4,0.1,9.6,0.0,41.0,1.3,0.0,1001.6
1509,2020.0,4.0,7.0,21.5,2.8,11.1,0.0,41.0,0.7,0.0,1003.2
1510,2020.0,4.0,8.0,23.0,1.9,11.8,0.0,35.5,0.3,0.0,999.9
1511,2020.0,4.0,9.0,23.1,3.7,12.8,0.0,36.8,2.0,0.7,992.5
1512,2020.0,4.0,10.0,17.2,7.5,11.2,0.0,53.3,1.3,3.3,995.1
1513,2020.0,4.0,11.0,17.2,2.0,8.9,0.0,48.3,0.7,0.7,996.1
1514,2020.0,4.0,12.0,22.1,1.8,11.2,0.0,42.8,0.7,0.7,990.8
1515,2020.0,4.0,13.0,22.2,6.6,12.2,0.8,67.3,2.7,7.3,981.7
1516,2020.0,4.0,14.0,9.3,2.6,5.3,0.1,54.0,1.7,5.3,988.6
1517,2020.0,4.0,15.0,14.2,0.3,7.6,0.0,43.3,3.7,4.7,992.1
1518,2020.0,4.0,16.0,22.2,3.8,13.2,0.0,39.5,3.0,2.3,987.8
1519,2020.0,4.0,17.0,18.8,5.1,11.4,0.0,48.8,1.0,5.7,986.8
1520,2020.0,4.0,18.0,17.3,1.8,9.2,0.0,37.3,1.7,0.3,988.7
1521,2020.0,4.0,19.0,15.7,1.9,8.5,0.0,37.3,1.3,5.3,989.6
1522,2020.0,4.0,20.0,14.5,0.6,7.7,0.0,47.5,1.7,0.3,995.2
1523,2020.0,4.0,21.0,14.9,0.8,8.1,0.0,42.0,3.0,0.0,996.0
1524,2020.0,4.0,22.0,17.3,1.1,9.3,0.0,46.5,2.0,1.3,996.1
1525,2020.0,4.0,23.0,21.0,2.4,11.6,0.0,45.5,0.7,1.0,993.0
1526,2020.0,4.0,24.0,22.4,3.9,13.3,0.0,43.0,2.0,5.7,981.8
1527,2020.0,4.0,25.0,17.8,8.6,12.5,2.3,49.8,3.0,7.3,976.6
1528,2020.0,4.0,26.0,15.5,4.9,10.1,0.0,47.8,0.7,3.7,982.8
1529,2020.0,4.0,27.0,20.3,2.6,11.3,0.0,49.3,1.0,1.3,983.6
1530,2020.0,4.0,28.0,23.5,5.7,14.5,0.0,49.0,1.3,2.0,979.2
1531,2020.0,4.0,29.0,25.4,8.1,15.1,3.2,64.3,1.3,6.7,975.5
1532,2020.0,4.0,30.0,20.2,11.0,14.6,0.0,71.8,1.3,5.7,979.7
1533,2021.0,4.0,1.0,23.4,7.2,14.0,3.8,68.3,2.3,5.3,986.3
1534,2021.0,4.0,2.0,15.7,4.8,8.6,0.0,76.3,2.0,4.7,986.0
1535,2021.0,4.0,3.0,8.5,2.7,4.7,2.8,85.3,1.7,6.0,986.6
1536,2021.0,4.0,4.0,8.6,1.2,4.0,0.0,70.5,1.3,5.0,990.8
1537,2021.0,4.0,5.0,15.2,-1.6,7.3,3.1,52.0,4.3,5.0,976.1
1538,2021.0,4.0,6.0,12.3,0.0,3.6,0.2,74.3,2.7,6.0,977.3
1539,2021.0,4.0,7.0,5.4,-2.8,1.2,1.1,79.3,2.0,4.7,980.5
1540,2021.0,4.0,8.0,6.8,-1.6,1.9,0.9,89.3,1.3,6.3,989.6
1541,2021.0,4.0,9.0,12.8,-2.3,5.2,0.0,57.5,1.7,3.3,992.9
1542,2021.0,4.0,10.0,20.4,2.4,10.8,0.0,46.0,1.7,3.7,988.1
1543,2021.0,4.0,11.0,20.2,3.9,10.7,2.2,62.8,1.7,5.0,988.5
1544,2021.0,4.0,12.0,17.9,6.0,10.9,6.5,68.8,2.0,5.7,988.8
1545,2021.0,4.0,13.0,10.4,1.5,4.0,13.9,87.5,1.7,8.0,995.0
1546,2021.0,4.0,14.0,4.6,0.2,2.4,2.9,88.5,1.7,7.7,992.5
1547,2021.0,4.0,15.0,3.9,1.3,2.4,7.9,92.0,2.7,8.0,990.4
1548,2021.0,4.0,16.0,4.0,1.3,2.7,11.3,94.3,3.0,7.7,989.6
1549,2021.0,4.0,17.0,5.5,2.7,4.1,2.2,93.5,1.7,8.0,990.5
1550,2021.0,4.0,18.0,9.5,4.4,6.8,1.9,87.0,0.7,8.0,990.2
1551,2021.0,4.0,19.0,12.5,4.0,7.6,3.9,91.5,1.7,8.0,988.0
1552,2021.0,4.0,20.0,15.1,3.9,9.1,0.1,79.3,1.0,6.0,985.3
1553,2021.0,4.0,21.0,17.7,7.2,11.3,0.5,68.3,2.0,6.7,984.9
1554,2021.0,4.0,22.0,11.8,4.9,8.9,2.4,69.8,2.3,4.7,987.5
1555,2021.0,4.0,23.0,10.3,2.2,6.1,2.3,74.0,3.0,6.0,993.6
1556,2021.0,4.0,24.0,12.5,3.6,8.3,0.0,55.5,2.3,5.7,993.8
1557,2021.0,4.0,25.0,11.6,5.0,7.5,0.0,54.5,1.7,5.0,991.2
1558,2021.0,4.0,26.0,11.0,-0.2,5.0,0.0,54.0,2.3,3.3,990.3
1559,2021.0,4.0,27.0,11.7,-0.9,5.8,0.0,46.5,2.7,0.7,987.0
1560,2021.0,4.0,28.0,16.8,-0.2,8.7,0.0,45.5,2.7,2.3,983.0
1561,2021.0,4.0,29.0,21.0,3.3,12.7,3.7,54.0,1.3,5.7,978.8
1562,2021.0,4.0,30.0,19.8,10.8,14.7,3.6,68.3,1.3,6.0,981.5
1563,2009.0,5.0,1.0,19.2,9.5,14.3,0.1,43.3,3.3,0.7,987.9
1564,2009.0,5.0,2.0,19.3,8.9,13.4,0.0,57.3,2.0,6.3,993.7
1565,2009.0,5.0,3.0,22.2,5.7,13.4,0.0,54.5,1.3,0.7,993.7
1566,2009.0,5.0,4.0,21.6,5.0,12.9,0.0,52.5,1.3,4.7,988.9
1567,2009.0,5.0,5.0,14.3,9.5,11.4,0.0,59.5,1.3,7.7,990.5
1568,2009.0,5.0,6.0,14.9,9.0,11.7,4.6,65.8,2.3,7.7,984.5
1569,2009.0,5.0,7.0,19.1,7.4,12.9,0.0,52.5,2.7,1.0,988.6
1570,2009.0,5.0,8.0,25.1,9.0,16.6,4.7,55.3,1.3,2.7,989.9
1571,2009.0,5.0,9.0,22.9,12.3,17.1,0.0,64.0,1.7,6.7,992.6
1572,2009.0,5.0,10.0,25.9,9.3,17.0,0.8,65.5,1.0,4.7,990.3
1573,2009.0,5.0,11.0,22.5,13.0,16.2,7.7,69.0,2.3,5.7,988.6
1574,2009.0,5.0,12.0,18.0,10.5,12.9,0.6,71.0,1.0,5.3,991.2
1575,2009.0,5.0,13.0,15.7,4.0,9.7,0.0,51.5,1.3,2.7,993.1
1576,2009.0,5.0,14.0,16.8,2.1,10.4,0.0,48.5,1.0,4.0,988.2
1577,2009.0,5.0,15.0,21.1,4.3,13.5,0.0,49.5,2.7,5.0,985.0
1578,2009.0,5.0,16.0,22.8,10.1,14.9,0.5,81.0,2.3,6.3,984.9
1579,2009.0,5.0,17.0,24.0,10.6,17.0,0.0,62.3,2.0,1.3,991.1
1580,2009.0,5.0,18.0,25.0,9.5,16.5,2.7,75.3,1.0,3.3,990.2
1581,2009.0,5.0,19.0,18.6,14.1,16.0,12.7,90.5,1.0,7.3,992.8
1582,2009.0,5.0,20.0,22.9,11.5,16.6,0.0,76.8,0.3,5.0,994.3
1583,2009.0,5.0,21.0,26.6,10.3,18.4,0.0,58.3,1.3,2.7,989.6
1584,2009.0,5.0,22.0,23.9,12.8,17.2,3.8,70.3,1.7,7.3,984.3
1585,2009.0,5.0,23.0,18.8,11.6,14.8,0.0,57.3,3.0,2.7,990.0
1586,2009.0,5.0,24.0,22.3,8.0,15.4,0.4,54.8,1.3,4.7,991.0
1587,2009.0,5.0,25.0,24.7,12.6,18.2,0.0,58.5,1.3,2.0,990.5
1588,2009.0,5.0,26.0,26.9,10.5,18.8,0.0,56.5,1.7,0.0,987.7
1589,2009.0,5.0,27.0,23.1,13.3,17.4,7.1,73.3,2.0,7.7,990.2
1590,2009.0,5.0,28.0,19.9,9.7,13.5,6.7,69.0,1.3,6.3,993.1
1591,2009.0,5.0,29.0,13.2,5.7,9.1,24.2,76.3,2.0,5.7,992.1
1592,2009.0,5.0,30.0,16.3,7.0,11.2,5.9,77.3,1.7,7.3,992.8
1593,2009.0,5.0,31.0,16.9,10.5,12.9,8.5,83.8,2.0,5.7,990.2
1594,2010.0,5.0,1.0,22.5,13.8,17.1,10.9,83.5,1.3,7.7,981.8
1595,2010.0,5.0,2.0,17.4,12.7,14.6,5.3,93.0,0.3,8.0,982.1
1596,2010.0,5.0,3.0,19.7,13.0,15.8,9.2,84.3,1.0,7.3,981.1
1597,2010.0,5.0,4.0,16.3,11.5,12.7,17.1,88.8,1.7,8.0,986.2
1598,2010.0,5.0,5.0,11.5,8.3,9.5,9.8,92.0,2.0,8.0,986.5
1599,2010.0,5.0,6.0,17.4,9.1,13.3,6.8,94.8,2.0,8.0,976.5
1600,2010.0,5.0,7.0,16.4,12.0,14.0,6.0,91.5,0.3,7.7,976.5
1601,2010.0,5.0,8.0,20.0,9.7,13.7,7.5,79.8,2.3,7.0,981.0
1602,2010.0,5.0,9.0,14.8,11.0,12.5,2.1,88.0,1.0,6.3,981.0
1603,2010.0,5.0,10.0,20.8,8.4,13.5,3.0,82.8,1.3,6.3,978.9
1604,2010.0,5.0,11.0,23.0,10.6,16.4,2.5,74.8,2.0,6.3,981.0
1605,2010.0,5.0,12.0,21.5,13.2,16.1,8.4,84.0,1.0,7.7,978.6
1606,2010.0,5.0,13.0,18.3,11.5,14.5,3.0,87.3,1.0,7.3,977.9
1607,2010.0,5.0,14.0,15.2,10.8,12.2,2.3,91.0,2.0,8.0,976.5
1608,2010.0,5.0,15.0,15.5,8.6,11.9,37.6,73.3,2.3,7.7,976.8
1609,2010.0,5.0,16.0,13.5,6.3,8.9,46.4,92.5,3.7,8.0,972.3
1610,2010.0,5.0,17.0,9.8,7.7,8.4,50.9,92.5,3.0,8.0,978.8
1611,2010.0,5.0,18.0,8.8,7.4,8.0,14.5,94.0,2.3,8.0,983.4
1612,2010.0,5.0,19.0,9.9,7.7,8.8,6.6,90.0,2.0,8.0,988.5
1613,2010.0,5.0,20.0,12.5,9.2,10.8,10.7,94.5,1.0,8.0,992.4
1614,2010.0,5.0,21.0,21.0,10.5,15.6,0.9,81.8,1.0,6.0,991.5
1615,2010.0,5.0,22.0,23.5,11.2,16.0,0.7,75.5,1.3,6.7,990.3
1616,2010.0,5.0,23.0,23.0,11.4,16.8,3.3,68.8,2.0,4.3,988.2
1617,2010.0,5.0,24.0,20.2,13.6,16.3,4.2,80.5,2.3,7.3,981.6
1618,2010.0,5.0,25.0,19.1,12.5,15.5,0.0,66.3,2.7,3.3,980.2
1619,2010.0,5.0,26.0,15.4,7.6,12.2,3.6,73.3,0.7,6.3,982.3
1620,2010.0,5.0,27.0,23.9,9.4,15.9,0.0,77.0,1.3,7.3,979.6
1621,2010.0,5.0,28.0,22.8,11.1,16.2,0.0,62.5,1.7,1.3,985.0
1622,2010.0,5.0,29.0,19.4,12.7,16.1,0.0,74.8,1.0,7.7,989.7
1623,2010.0,5.0,30.0,24.3,11.3,16.8,8.0,72.5,1.3,5.7,982.2
1624,2010.0,5.0,31.0,19.2,12.8,14.8,3.4,79.0,2.0,7.3,975.3
1625,2011.0,5.0,1.0,12.8,9.1,10.9,5.3,86.3,1.7,7.3,979.9
1626,2011.0,5.0,2.0,13.4,3.7,8.8,0.0,63.3,1.7,2.3,982.2
1627,2011.0,5.0,3.0,10.5,3.2,5.9,6.1,83.0,2.3,8.0,979.8
1628,2011.0,5.0,4.0,12.0,0.5,5.7,0.0,60.5,1.7,2.0,988.5
1629,2011.0,5.0,5.0,11.1,2.4,6.7,0.0,52.5,2.0,5.0,995.0
1630,2011.0,5.0,6.0,17.3,0.6,9.2,0.0,52.3,1.3,1.3,997.9
1631,2011.0,5.0,7.0,14.8,3.5,9.5,10.3,61.8,1.3,5.7,995.2
1632,2011.0,5.0,8.0,16.7,8.7,12.4,0.0,69.3,3.3,4.7,995.8
1633,2011.0,5.0,9.0,20.4,5.3,13.2,0.0,59.3,1.3,0.3,1000.9
1634,2011.0,5.0,10.0,25.4,7.8,16.8,0.0,53.3,2.0,3.0,998.2
1635,2011.0,5.0,11.0,23.6,8.5,16.1,0.0,53.0,1.3,0.0,993.4
1636,2011.0,5.0,12.0,25.2,8.2,16.6,0.8,47.3,1.3,5.0,987.2
1637,2011.0,5.0,13.0,19.9,14.2,16.2,0.0,60.0,4.0,4.7,989.0
